Id;Lat;Lon;Country;State;LGA;Ward;Population;NESP_ID;Branch_id;Customers;Renewable energy share;Generator capacity (kw);PV size(kW);Battery capacity (kWh);Demand;Electr_type_phase_1;Electr_type_phase_2;Electr_type_phase_3;Distance_m
38962;9.14761490613244;9.33396165778325;Nigeria;Plateau;Mangu;KERANG;1112.181128;4295;259;210;71.6;52;58;128;73;none;grid;grid;5260
38963;9.1838275720874;9.32508023820806;Nigeria;Plateau;Mangu;KERANG;1309.276517;4296;259;247;68.7;60;62;144;88;none;grid;grid;1040
38965;9.12942526802666;9.33585449871007;Nigeria;Plateau;Mangu;KERANG;1421.902454;4298;259;268;73.5;72;104;248;102;none;grid;grid;8360
38967;9.14117670689555;9.38244078164632;Nigeria;Plateau;Mangu;KOMBUN;3826.46621;4300;259;722;59.3;247;226;536;312;mini-grid;intercon;intercon;9600
38968;9.13435608359228;9.36722614067651;Nigeria;Plateau;Mangu;KOMBUN;5152.636618;4301;259;972;78.7;249;278;776;343;mini-grid;intercon;intercon;10120
38976;9.15078504105297;9.4485837846099;Nigeria;Plateau;Mangu;KOMBUN;1120.628073;4309;262;211;75.3;51;52;184;73;none;none;grid;4660
38977;9.10128254066374;9.43055386469744;Nigeria;Plateau;Mangu;KOMBUN;4575.428691;4310;262;863;70.5;210;260;600;312;mini-grid;mini-grid;intercon;7420
38978;9.12528383167659;9.44746410551266;Nigeria;Plateau;Mangu;KOMBUN;1221.991416;4311;262;231;74;60;64;152;81;none;none;grid;4770
38981;9.04582280041003;9.45891278051489;Nigeria;Plateau;Mangu;KOMBUN;1976.585194;4314;252;373;73.9;86;106;256;130;none;grid;grid;9200
38983;9.21509078202296;9.62663558001714;Nigeria;Plateau;Mangu;LANGAI;3646.26471;4316;267;688;71.7;162;184;448;248;none;none;grid;2790
38987;9.14438651055182;9.61754900286129;Nigeria;Plateau;Mangu;LANGAI;1289.566978;4320;254;243;67.8;64;66;136;94;none;grid;grid;13290
38999;9.14637863171563;9.20245497641402;Nigeria;Plateau;Mangu;MANGUN;2108.92067;4332;266;398;72.9;100;108;272;141;none;grid;grid;2110
39004;9.10750692782476;9.54768769124283;Nigeria;Plateau;Mangu;MANGU HALLE;1216.360119;4337;254;230;66.1;54;58;120;79;none;grid;grid;3680
39006;9.13687077208808;9.57903076066556;Nigeria;Plateau;Mangu;MANGU HALLE;1140.337612;4339;254;215;72.3;57;66;136;79;none;grid;grid;8550
39013;9.02347051150782;9.48910028259255;Nigeria;Plateau;Mangu;MANGU HALLE;1010.817784;4346;252;191;62.9;74;88;184;94;none;grid;grid;4000
39020;9.2156804618879;9.46387639229492;Nigeria;Plateau;Mangu;PAN YAM;1343.064298;4353;270;253;68.3;63;66;152;92;none;none;grid;3650
39027;9.23419455451631;9.35564708944274;Nigeria;Plateau;Mangu;PAN YAM;3651.896007;4360;273;689;68;166;188;368;240;none;grid;grid;2340
39033;9.2460129603937;9.42187202354651;Nigeria;Plateau;Mangu;PUSHIT;1334.617353;4366;277;252;70.1;61;70;144;91;none;none;grid;1580
39034;9.27188793750998;9.43923394020676;Nigeria;Plateau;Mangu;PUSHIT;1641.523031;4367;277;310;75.1;78;86;216;114;none;none;grid;4830
39048;9.39371970629091;9.0269821020743;Nigeria;Plateau;Mikang;KOENOEM \A\;3567.426554;4381;283;673;68.6;172;214;432;241;mini-grid;mini-grid;intercon;11200
39051;9.42796194131857;9.05318413723596;Nigeria;Plateau;Mikang;KOENOEM \B\;1464.137181;4384;283;276;67.2;69;68;152;102;none;none;grid;15970
39053;9.44099727030394;9.02408176366163;Nigeria;Plateau;Mikang;PIAPUNG \B\;1911.82528;4386;283;361;65.6;87;90;184;129;none;mini-grid;intercon;17200
39063;9.51129843795457;9.04330484333262;Nigeria;Plateau;Mikang;PIAPUNG \A\;1095.287237;4396;283;207;66.8;74;100;208;97;none;mini-grid;intercon;22690
39070;9.62178806624574;8.96987249802769;Nigeria;Plateau;Mikang;TUNKUS;1131.890666;4403;299;214;68.7;53;56;120;75;none;none;grid;16710
39072;9.34599347463493;9.19282235294157;Nigeria;Plateau;Pankshin;CHIP;2317.278654;4405;281;437;71.8;116;124;272;162;mini-grid;mini-grid;intercon;12020
39073;9.36623846517055;9.20481422974899;Nigeria;Plateau;Pankshin;CHIP;1348.695595;4406;281;254;65.8;79;84;200;110;none;none;grid;11710
39078;9.4249639935923;9.14310853071473;Nigeria;Plateau;Pankshin;CHIP;1585.210063;4411;283;299;67.2;68;78;160;105;none;none;grid;8800
39083;9.62260010414268;9.22406245129487;Nigeria;Plateau;Pankshin;DOK-PAI;1723.176836;4416;304;325;69.9;88;120;248;132;none;mini-grid;intercon;9120
39090;9.37011606820308;9.4620908866331;Nigeria;Plateau;Pankshin;KADUNG;3654.711656;4423;282;690;63.3;169;168;496;251;mini-grid;mini-grid;intercon;13420
39096;9.26301677556387;9.28749613287051;Nigeria;Plateau;Pankshin;JIBLIK;1154.415854;4429;272;218;70.6;54;60;128;85;none;none;grid;11040
39102;9.26904069205951;9.23444903526283;Nigeria;Plateau;Pankshin;JIBLIK;3725.102866;4435;276;703;76.5;185;268;648;264;mini-grid;mini-grid;intercon;14910
39107;9.44586613358865;9.46725301750475;Nigeria;Plateau;Pankshin;KADUNG;1647.154328;4440;290;311;71.8;77;90;192;118;none;grid;grid;14430
39112;9.30210557212414;9.48854332602817;Nigeria;Plateau;Pankshin;KANGSHU;1627.444789;4445;275;307;71.3;81;124;240;117;mini-grid;intercon;intercon;11260
39127;9.52243106362852;9.40306346020137;Nigeria;Plateau;Kanke;PANKSHIN  CHIGWONG;1461.321532;4460;295;276;68.2;69;74;160;99;none;mini-grid;intercon;5380
39128;9.47137210774062;9.39224415418664;Nigeria;Plateau;Pankshin;PANKSHIN  CHIGWONG;2317.278654;4461;290;437;71.6;117;158;320;165;mini-grid;intercon;intercon;5870
39129;9.45638769569557;9.37105340746279;Nigeria;Plateau;Pankshin;PANKSHIN  CHIGWONG;3190.129665;4462;290;602;67.1;184;196;488;251;none;grid;grid;2650
39131;9.38144317922503;9.29064310428504;Nigeria;Plateau;Pankshin;PANKSHIN  SOUTH (BELNING);3584.320445;4464;286;676;72.2;167;198;416;239;none;grid;grid;5440
39132;9.35757947281347;9.28016170339556;Nigeria;Plateau;Pankshin;PANKSHIN  SOUTH (BELNING);1942.797413;4465;276;367;75;86;114;248;130;none;mini-grid;intercon;9590
39135;9.46800457553315;9.16094547721737;Nigeria;Plateau;Pankshin;PANKSHIN  SOUTH (BELNING);1466.952829;4468;293;277;67.9;66;72;152;97;none;none;grid;14010
39137;9.46606567724161;9.1343545616266;Nigeria;Plateau;Pankshin;TAL;1604.919602;4470;293;303;65.1;78;74;152;103;none;none;grid;13910
39140;9.46385772863216;9.28489974610448;Nigeria;Plateau;Pankshin;WOKKOS;1492.293665;4473;289;282;68.5;67;78;152;105;none;none;grid;5630
39145;9.15209960194094;8.93106229538131;Nigeria;Plateau;'Qua''an Pan';BWALL;1078.393346;4478;261;203;71.7;52;54;144;73;none;mini-grid;intercon;11560
39151;9.26211512132645;9.06395001376309;Nigeria;Plateau;'Qua''an Pan';DOKAN KASUWA;1233.25401;4484;274;233;68.7;57;64;136;84;none;grid;grid;8640
39158;9.26493692719292;8.99159043875419;Nigeria;Plateau;'Qua''an Pan';KWA;1303.64522;4491;274;246;67.7;58;68;136;86;none;grid;grid;5200
39164;9.37630267532879;8.80772313779605;Nigeria;Plateau;Shendam;KWALLA MOEDA;3972.879928;4497;253;750;73.8;202;236;600;300;mini-grid;mini-grid;intercon;13050
39167;9.28919470011542;8.9679812699168;Nigeria;Plateau;'Qua''an Pan';KWALLA YITLA\AR;2258.150037;4500;274;426;78.1;117;194;464;169;none;grid;grid;4840
39175;9.29211702810176;9.01726344563972;Nigeria;Plateau;'Qua''an Pan';KWANG;2711.469433;4508;274;512;70.7;123;138;328;195;mini-grid;intercon;intercon;10270
39179;9.01273391557255;8.61290505306391;Nigeria;Plateau;'Qua''an Pan';NAMU;1928.719171;4512;253;364;88.5;104;158;472;136;mini-grid;mini-grid;intercon;51610
39192;9.1668250639281;8.71147227595315;Nigeria;Plateau;'Qua''an Pan';NAMU;1224.807065;4525;253;231;70.2;63;96;200;92;mini-grid;mini-grid;intercon;36060
39203;8.61205243671348;9.65134498429523;Nigeria;Plateau;Riyom;DANTO;1492.293665;4536;225;282;68.8;79;110;208;104;none;grid;grid;1690
39207;8.63170059639528;9.62364809139237;Nigeria;Plateau;Riyom;DANTO;1616.182196;4540;236;305;70;71;84;176;104;none;grid;grid;1360
39208;8.80365355680098;9.55432806485511;Nigeria;Plateau;Riyom;JOL/KWI;1182.572338;4541;219;223;69.8;53;68;128;82;none;none;grid;9680
39220;8.73689819302284;9.56705479927082;Nigeria;Plateau;Riyom;RIM;993.9238941;4553;219;188;76.4;53;52;136;70;none;none;grid;8210
39222;8.75339329355501;9.57615458838801;Nigeria;Plateau;Riyom;RIM;1483.84672;4555;219;280;75.5;76;114;264;106;none;mini-grid;intercon;5990
39223;8.76675991730432;9.62235944334692;Nigeria;Plateau;Riyom;RIYOM;1838.618421;4556;222;347;72.2;84;92;240;126;none;grid;grid;1780
39224;8.80841314391352;9.61991184199912;Nigeria;Plateau;Riyom;RIYOM;1416.271157;4557;226;267;70.1;72;72;152;93;none;none;grid;7920
39228;8.65153859457482;9.55590764643598;Nigeria;Plateau;Riyom;SOPP;2063.870295;4561;180;389;69.7;108;142;272;151;none;mini-grid;intercon;8390
39233;8.61370581071799;9.51237817721675;Nigeria;Plateau;Riyom;SOPP;1129.075018;4566;180;213;68;57;56;128;83;none;none;grid;15460
39241;9.47595047108618;8.65612816592014;Nigeria;Plateau;Shendam;KALONG;2275.043927;4574;288;429;71.3;113;116;264;150;none;mini-grid;intercon;34580
39248;9.64731181076933;8.39560843381535;Nigeria;Plateau;Shendam;MOEKAT;2106.105022;4581;292;397;63.8;100;92;200;143;none;none;grid;44440
39250;9.46375181511617;8.9112209761293;Nigeria;Plateau;Shendam;PANGSHOM;2649.525168;4583;283;500;68.1;123;130;280;177;none;mini-grid;intercon;9100
39251;9.40225305817012;8.75619021368849;Nigeria;Plateau;Shendam;POESHIP;3606.845632;4584;253;681;65.7;157;176;344;247;none;mini-grid;intercon;20300
39270;10.111784372818;9.03537411891273;Nigeria;Plateau;Wase;MAVO;1216.360119;4603;210;230;67.2;52;58;128;82;none;grid;grid;25310
39271;9.99180463818227;9.08281246558259;Nigeria;Plateau;Wase;MAVO;1711.914242;4604;210;323;67.9;79;86;176;121;none;grid;grid;10250
39275;9.97761114397067;9.20439517082047;Nigeria;Plateau;Wase;SALUWE;1168.494096;4608;215;220;69.9;59;94;184;84;none;mini-grid;intercon;9010
39286;9.9292588205845;9.15864945082651;Nigeria;Plateau;Langtang North;WASE TOFA;1188.203635;4619;215;224;66.4;53;56;120;77;none;none;grid;3980
39296;9.98647570311713;9.04740751406621;Nigeria;Plateau;Wase;MAVO;2396.116809;4629;210;452;79.7;120;168;432;170;none;grid;grid;13090
39302;9.87447610735538;9.16654433625128;Nigeria;Plateau;Langtang North;KELLER;1182.572338;4635;205;223;72.8;57;62;152;78;none;grid;grid;3850
39306;9.7510124046507;9.53917245998796;Nigeria;Plateau;Kanam;"LUSA  \""A\""";2624.184332;4639;311;495;69.9;119;136;280;175;none;mini-grid;intercon;23520
39310;9.62301964811569;8.6103135158627;Nigeria;Plateau;Shendam;KURUNGBAU (B);1351.511244;4643;292;255;71.5;60;68;160;89;none;none;grid;21210
39313;9.42758772870675;8.76466755596841;Nigeria;Plateau;Shendam;POESHIP;1407.824212;4646;288;266;68.9;62;70;144;95;none;none;grid;11600
39314;9.39636826395318;9.09452856206727;Nigeria;Plateau;Pankshin;KOENOEM \A\;2365.144677;4647;283;446;70;112;150;312;164;none;mini-grid;intercon;5000
39316;9.53631236211109;8.81640669741556;Nigeria;Plateau;Shendam;SHIMANKAR;1616.182196;4649;288;305;70.8;82;118;240;120;none;mini-grid;intercon;6850
39319;9.47368035446711;8.80090805636126;Nigeria;Plateau;Shendam;POESHIP;1506.371907;4652;253;284;70;69;76;160;98;none;none;grid;7090
39320;9.53960780935937;8.79049164513286;Nigeria;Plateau;Shendam;KALONG;3637.817765;4653;288;686;71.6;170;222;464;249;mini-grid;mini-grid;intercon;9630
39322;9.47860479210106;8.96513879909944;Nigeria;Plateau;Mikang;PANGSHOM;2041.345108;4655;283;385;73.3;92;98;272;133;none;none;grid;16160
39323;9.48553139853151;8.78002508597939;Nigeria;Plateau;Shendam;POESHIP;1745.702023;4656;288;329;66.9;82;84;184;116;none;none;grid;12880
39324;9.61090534815231;8.3968536457148;Nigeria;Plateau;Shendam;MOEKAT;1723.176836;4657;292;325;68.1;74;86;176;123;none;none;grid;47330
39326;9.36335332890103;8.88096523604876;Nigeria;Plateau;Shendam;KWANG;1624.629141;4659;285;307;71.3;86;120;240;121;none;grid;grid;1820
39331;9.60138026818115;8.71049865593197;Nigeria;Plateau;Shendam;SHIMANKAR;2325.725599;4664;288;439;88.2;106;132;560;160;none;none;grid;14400
39332;9.45557534556882;8.74396920799584;Nigeria;Plateau;Shendam;POESHIP;1689.389055;4665;288;319;82.2;82;92;288;115;none;none;grid;13770
39334;9.56291735002021;8.95995677127964;Nigeria;Plateau;Mikang;BALTEP;2604.474793;4667;299;491;70.8;117;134;288;171;none;none;grid;10470
39336;9.65406485802179;8.4225394157329;Nigeria;Plateau;Shendam;MOEKAT;2370.775974;4669;292;447;65.7;111;118;216;159;none;none;grid;40910
39342;9.18911567149807;8.8106917799904;Nigeria;Plateau;'Qua''an Pan';NAMU;2114.551967;4675;253;399;79.4;102;148;400;156;none;mini-grid;intercon;23510
39347;9.06133749184935;8.89015860356658;Nigeria;Plateau;'Qua''an Pan';DOEMAK-GOECHIM;1937.166116;4680;253;366;70.8;85;100;216;126;none;none;grid;30070
39354;9.13985720345481;8.9078459254114;Nigeria;Plateau;'Qua''an Pan';BWALL;1438.796345;4687;261;271;69.8;66;76;152;96;none;none;grid;15360
39355;9.28571504912479;8.87382521177148;Nigeria;Plateau;'Qua''an Pan';KWALLA MOEDA;1999.110381;4688;279;377;68.2;89;104;200;137;none;grid;grid;8410
39358;9.08846477973243;8.73770552594861;Nigeria;Plateau;'Qua''an Pan';NAMU;1238.885307;4691;253;234;70.1;59;62;136;88;none;none;grid;33070
39363;9.34624014706583;9.45304285666261;Nigeria;Plateau;Pankshin;FIER;1351.511244;4696;282;255;72.5;61;72;168;89;none;none;grid;10480
39364;9.30937070798672;9.28126750543686;Nigeria;Plateau;Pankshin;LANKANG;1745.702023;4697;276;329;69.4;79;90;184;113;none;mini-grid;intercon;14220
39369;9.31315085905288;9.20546839627394;Nigeria;Plateau;Pankshin;LANKANG;1464.137181;4702;281;276;67.9;68;70;152;99;none;none;grid;15290
39382;9.50575934847035;8.95204216609888;Nigeria;Plateau;Mikang;PANGSHOM;1824.540179;4715;294;344;68.5;81;90;192;129;none;none;grid;9570
39384;9.46723759033029;8.71059179899143;Nigeria;Plateau;Shendam;KALONG;1098.102885;4717;288;207;68.5;50;56;112;73;none;none;grid;23780
39386;9.43040549624917;8.55527580366724;Nigeria;Plateau;Shendam;KWANDE;1920.272226;4719;253;362;74.1;100;92;264;128;none;none;grid;48870
39389;9.96837615673931;8.78112853171854;Nigeria;Plateau;Wase;KUMBUR;2466.50802;4722;189;465;72.7;113;124;304;165;none;none;grid;21630
39394;9.83468962240571;9.42869743625209;Nigeria;Plateau;Kanam;GWAMLAR;1830.171476;4727;201;345;73.1;83;100;216;134;none;none;grid;11060
39397;9.36285138020441;8.76808226705596;Nigeria;Plateau;Shendam;POESHIP;2030.082514;4730;253;383;71;91;100;240;136;none;none;grid;17970
39400;9.59803129998813;8.45759178107777;Nigeria;Plateau;Shendam;AZARA;2993.034276;4733;292;565;70.8;147;188;392;210;mini-grid;mini-grid;intercon;37260
39401;9.57256876826825;8.44388501574707;Nigeria;Plateau;Shendam;AZARA;2100.473725;4734;292;396;71.4;98;104;248;143;none;none;grid;40820
39420;9.25603578922564;9.4337990464326;Nigeria;Plateau;Mangu;PUSHIT;1286.75133;4753;277;243;71.6;59;64;152;80;none;none;grid;5210
39434;9.244344249261;9.58500979653791;Nigeria;Plateau;Mangu;GINDIRI  11;1306.460869;4767;275;247;77.5;61;68;192;91;none;grid;grid;1610
39435;9.20237081938794;9.54419078650933;Nigeria;Plateau;Mangu;GINDIRI  1;1374.036431;4768;268;259;71.3;64;74;152;94;none;grid;grid;2340
39439;9.95559274861303;8.93555403364904;Nigeria;Plateau;Wase;KUMBUR;1300.829572;4772;210;245;75;59;66;176;88;none;grid;grid;15860
39440;9.72100554781943;8.94503152609572;Nigeria;Plateau;Mikang;DERTENG;1892.115741;4773;182;357;67.7;86;94;192;132;none;none;grid;10050
39441;9.69244420790584;9.23190837629486;Nigeria;Plateau;Pankshin;DOK-PAI;1005.186487;4774;309;190;69.4;58;84;160;73;none;grid;grid;9700
39443;9.84776258743616;9.13319801622778;Nigeria;Plateau;Langtang North;KELLER;1731.623781;4776;206;327;71.8;81;86;208;116;none;grid;grid;1040
39446;9.84688011743881;9.05146225617094;Nigeria;Plateau;Langtang North;MBAN/ZAMKO;1548.606633;4779;200;292;66.7;80;100;216;118;none;grid;grid;3020
39447;9.95821594902158;8.54546964750653;Nigeria;Plateau;Langtang South;FAJUL;1973.769546;4780;189;372;68.5;86;94;216;129;none;none;grid;36110
39454;9.86305656504363;8.88914357082356;Nigeria;Plateau;Langtang North;NYER;2700.206839;4787;197;509;66.7;121;128;272;173;none;mini-grid;intercon;5920
39458;9.5910385482124;8.41957907573038;Nigeria;Plateau;Shendam;AZARA;1939.981765;4791;292;366;70.2;85;94;224;125;none;none;grid;44380
39459;9.26480875919911;9.59326569654374;Nigeria;Plateau;Mangu;CHANSO;1221.991416;4792;275;231;69.1;62;62;128;90;none;grid;grid;4260
39463;9.13729178958474;8.66897749590104;Nigeria;Plateau;'Qua''an Pan';NAMU;1148.784557;4796;253;217;70.4;54;58;128;74;none;none;grid;41140
39465;9.10689258071722;8.87782142545174;Nigeria;Plateau;'Qua''an Pan';BWALL;1548.606633;4798;253;292;69.7;75;78;168;106;none;none;grid;22730
39467;9.72467601147331;8.81221801648098;Nigeria;Plateau;Shendam;KURUNGBAU (A);4673.976386;4800;307;882;69.2;241;242;480;325;mini-grid;intercon;intercon;5650
39471;9.71808478995161;9.43298779916288;Nigeria;Plateau;Kanke;AMPER SERI;1872.406202;4804;311;353;70.9;86;94;216;123;none;mini-grid;intercon;9700
39472;9.66116130152068;9.47592795541619;Nigeria;Plateau;Kanke;KABWIR/GYANGYANG;1407.824212;4805;301;266;68.1;62;70;144;94;none;none;grid;8810
39483;10.0508370465374;9.36210521666853;Nigeria;Plateau;Kanam;DENGI;1647.154328;4816;218;311;68.5;73;86;168;110;none;none;grid;10310
39505;9.54077504836443;8.71349438593362;Nigeria;Plateau;Shendam;KALONG;2072.317241;4838;288;391;71.2;99;106;232;140;none;none;grid;20120
39510;9.76210355528179;8.76013219953314;Nigeria;Plateau;Langtang South;SABON GIDA;1993.479085;4843;186;376;70.1;93;98;224;134;none;grid;grid;2660
39515;9.56228361829936;8.49605812578311;Nigeria;Plateau;Shendam;SHIMANKAR;1970.953897;4848;292;372;69.5;98;96;216;132;none;none;grid;38560
39517;9.83335919747974;9.31537531635438;Nigeria;Plateau;Kanam;GUMSHER;1464.137181;4850;191;276;72.6;74;116;240;112;none;mini-grid;intercon;5020
39520;9.72789163779857;8.75834746596622;Nigeria;Plateau;Shendam;SABON GIDA;1740.070726;4853;183;328;69.4;76;84;192;114;none;grid;grid;3060
39522;9.73659574762735;9.09027457856922;Nigeria;Plateau;Langtang North;LALIN;1275.488736;4855;305;241;65.8;83;116;216;107;none;mini-grid;intercon;7270
39523;9.39925787879244;8.88752733605348;Nigeria;Plateau;Shendam;PANGSHOM;1838.618421;4856;287;347;67.7;84;92;184;120;none;grid;grid;1940
39527;9.44082080866672;8.74377366595399;Nigeria;Plateau;Shendam;POESHIP;1126.25937;4860;288;213;69.8;51;56;120;79;none;none;grid;14210
39537;10.0962209668386;9.16431964069016;Nigeria;Plateau;Wase;MAVO;1210.728822;4870;210;228;68.9;52;60;128;82;none;grid;grid;17250
39548;9.64718527804259;8.45576126575584;Nigeria;Plateau;Shendam;KURUNGBAU (B);1069.946401;4881;292;202;77.6;52;60;144;70;none;none;grid;35010
39554;8.9647188950012;9.4008782308231;Nigeria;Plateau;Bokkos;BUTURA;1196.65058;4887;251;226;61.6;90;106;200;106;none;grid;grid;860
39565;9.34920841365368;8.69709672598297;Nigeria;Plateau;Shendam;KWANDE;1492.293665;4898;253;282;70.5;67;76;168;103;none;none;grid;31990
39568;9.34945576416422;9.21843982214851;Nigeria;Plateau;Pankshin;CHIP;1157.231502;4901;281;218;73.9;54;68;144;79;none;mini-grid;intercon;13960
39572;9.60421520817258;8.74096250595312;Nigeria;Plateau;Shendam;KALONG;2063.870295;4905;288;389;67.7;95;94;224;143;none;none;grid;11130
39584;9.23460394929043;9.02161353614589;Nigeria;Plateau;'Qua''an Pan';KWA;1154.415854;4917;274;218;82.4;54;68;200;79;none;grid;grid;10470
39599;9.54713185834518;8.4343661157403;Nigeria;Plateau;Shendam;AZARA;1633.076086;4932;292;308;70;75;84;176;111;none;none;grid;55970
39608;9.04689505985816;8.60625525585749;Nigeria;Plateau;'Qua''an Pan';NAMU;1126.25937;4941;253;213;66.4;53;50;112;74;none;none;grid;47180
39611;9.83959793790574;8.8280403674201;Nigeria;Plateau;Langtang North;LASHEL;5642.559444;4944;189;1065;66.7;259;266;560;399;none;mini-grid;intercon;13880
39614;9.73758280054179;8.79392803314401;Nigeria;Plateau;Shendam;TALGWANG;2046.976405;4947;307;386;73.2;97;102;264;129;none;grid;grid;6670
39618;9.78609912968427;9.18109459055083;Nigeria;Plateau;Langtang North;PAJAT;2272.228279;4951;190;429;72.8;103;124;264;146;none;grid;grid;2050
39629;9.71021890425462;8.81472588185966;Nigeria;Plateau;Shendam;YELWA;1807.646289;4962;307;341;71.1;85;96;200;128;none;grid;grid;4260
39633;8.67695525097699;9.93235022678065;Nigeria;Plateau;Bassa;KAKKEK;1247.332252;4966;247;235;72.3;54;62;152;83;none;grid;grid;9420
39634;8.72279859083835;9.95265004679463;Nigeria;Plateau;Bassa;KAKKEK;1641.523031;4967;247;310;65.1;98;100;224;120;none;grid;grid;2380
39637;8.69881689639578;10.0881797144167;Nigeria;Plateau;Bassa;MAFARA;1796.383695;4970;247;339;67.9;82;92;176;118;none;grid;grid;18450
39638;8.72034430588421;10.0387573310736;Nigeria;Plateau;Bassa;MAFARA;2514.374043;4971;247;474;67.8;113;130;248;163;none;grid;grid;12600
39642;8.67715597097638;9.86375904673272;Nigeria;Plateau;Bassa;ZOBWO;1869.590554;4975;258;353;64.1;148;158;344;172;none;grid;grid;1500
39645;10.102331038956;8.9371901811512;Nigeria;Plateau;Wase;KADARKO;1407.824212;4978;189;266;68;67;68;144;90;none;none;grid;35580
39648;8.89060197033087;9.47188759645877;Nigeria;Plateau;Barikin Ladi;BARAKIN LADI;2534.083582;4981;238;478;72.3;114;126;312;177;none;grid;grid;1240
39652;8.8413539394097;9.4518093558145;Nigeria;Plateau;Barikin Ladi;GINDIN AKWATI;6076.169301;4985;232;1146;68.7;299;304;624;411;none;grid;grid;4110
39654;8.77699062067448;9.37019706638822;Nigeria;Plateau;Barikin Ladi;MANGUNA;1520.450149;4987;192;287;68.2;70;74;152;105;none;none;grid;9010
39657;9.01183158996422;9.48636166646877;Nigeria;Plateau;Barikin Ladi;MANGU HALLE;1537.34404;4990;252;290;69.2;71;76;160;100;none;grid;grid;4640
39659;9.1398958341708;9.14030364743017;Nigeria;Plateau;Mangu;JIPAL/CHAKFEM;1247.332252;4992;265;235;73.4;56;68;144;88;none;none;grid;6680
39664;8.86783782870976;9.10065926599176;Nigeria;Plateau;Bokkos;RICHA;1920.272226;4997;227;362;67.3;84;96;184;128;none;mini-grid;intercon;35380
39665;8.883262188683;9.25002727009885;Nigeria;Plateau;Bokkos;MBAR/MANGAR;1114.996776;4998;230;210;66.4;64;76;160;87;none;mini-grid;intercon;13450
39668;8.86953717039787;9.18676771119828;Nigeria;Plateau;Bokkos;DAFFO;1188.203635;5001;230;224;75.4;53;66;152;78;none;none;grid;22030
39669;9.01018273071575;9.22512211170498;Nigeria;Plateau;Bokkos;TANGUR;2415.826348;5002;227;456;44.4;107;76;80;162;none;mini-grid;intercon;8030
39680;9.89542723729204;9.25427761631257;Nigeria;Plateau;Kanam;NAMARAN;1492.293665;5013;212;282;69.1;68;72;168;99;none;none;grid;8450
39681;9.59565817333739;8.76453667594971;Nigeria;Plateau;Shendam;KALONG;1379.667728;5014;288;260;72.4;64;72;168;96;none;none;grid;11960
39685;8.84149917047938;9.53265964650119;Nigeria;Plateau;Barikin Ladi;JOL/KWI;2111.736319;5018;233;398;65.7;93;102;200;134;none;none;grid;6370
39692;8.90666736555288;9.4303324755809;Nigeria;Plateau;Barikin Ladi;BUTURA;1618.997844;5025;242;305;69.7;75;82;176;109;none;grid;grid;2590
39695;8.80002061092642;9.38260709649165;Nigeria;Plateau;Barikin Ladi;MANGUNA;4930.200392;5028;192;930;68;228;238;536;321;none;mini-grid;intercon;9480
39701;8.94261678017355;9.54334394650849;Nigeria;Plateau;Barikin Ladi;LOBIRING;2004.741678;5034;250;378;68.1;91;94;240;132;none;grid;grid;2880
39704;9.11417798965468;9.59553756654493;Nigeria;Plateau;Barikin Ladi;TAFAN;1931.534819;5037;254;364;72.7;87;94;256;123;none;grid;grid;10230
39709;8.71241033164216;10.0753158399721;Nigeria;Plateau;Bassa;MAFARA;1503.556259;5042;247;284;69.3;69;72;168;102;none;grid;grid;16490
39711;8.93803588245713;9.63693106249769;Nigeria;Plateau;Barikin Ladi;ZABOT;5915.677341;5044;246;1116;70.4;270;320;736;396;mini-grid;intercon;intercon;5220
39717;8.74430139077335;9.3547961463776;Nigeria;Plateau;Barikin Ladi;MANGUNA;1252.963549;5050;192;236;68.6;62;70;128;86;none;none;grid;6230
39718;9.08563399974101;9.64439195657895;Nigeria;Plateau;Barikin Ladi;TAFAN;1407.824212;5051;254;266;68.1;65;72;144;98;none;grid;grid;17230
39724;9.9181040107035;9.20874965554622;Nigeria;Plateau;Langtang North;NAMARAN;1548.606633;5057;212;292;68.5;69;76;168;101;none;none;grid;9040
39727;8.99201098054298;9.47102367553647;Nigeria;Plateau;Barikin Ladi;MARIT/MAZAT;4079.874568;5060;252;770;68;194;228;488;283;mini-grid;intercon;intercon;6630
39730;9.09078023972544;9.62767614656731;Nigeria;Plateau;Barikin Ladi;TAFAN;2429.904591;5063;254;458;69.4;118;122;264;161;none;grid;grid;15010
39732;9.00182952999447;9.744893896649;Nigeria;Plateau;Jos East;FURSUM;1585.210063;5065;244;299;71.8;73;90;184;107;none;none;grid;8500
39733;8.72091431093719;9.88796212191085;Nigeria;Plateau;Bassa;TA\AGBE;1098.102885;5066;291;207;67.9;53;56;104;73;none;none;grid;6170
39737;8.72807760250735;10.2400891507177;Nigeria;Plateau;Bassa;LAZURU;2795.938886;5070;203;528;66.5;125;134;280;189;none;mini-grid;intercon;5370
39738;8.85862851042758;9.41428260641871;Nigeria;Plateau;Barikin Ladi;BUTURA;2514.374043;5071;232;474;69.5;113;126;288;174;none;grid;grid;9250
39739;9.03218445990266;9.59443048654408;Nigeria;Plateau;Barikin Ladi;TAFAN;1351.511244;5072;254;255;70.1;63;66;152;91;none;grid;grid;9730
39742;9.05522526983298;9.59464336654424;Nigeria;Plateau;Barikin Ladi;TAFAN;1790.752398;5075;254;338;71;85;88;200;124;none;grid;grid;10360
